epoch,accuracy,loss,lr,val_accuracy,val_loss
74,0.83580082654953,0.37168899178504944,1.2277339e-07,0.8002681136131287,0.503559947013855
75,0.83580082654953,0.36428093910217285,1.1108997e-05,0.8002681136131287,0.5041803121566772
76,0.8381561040878296,0.37176620960235596,1.0051836e-05,0.792225182056427,0.5002499222755432
77,0.8324360847473145,0.3741595149040222,9.095279e-08,0.8002681136131287,0.4936084449291229
78,0.8391655683517456,0.36477532982826233,8.229746e-06,0.7989276051521301,0.5043090581893921
79,0.8398385047912598,0.361270546913147,7.446583e-06,0.7975871562957764,0.50299471616745
80,0.8307536840438843,0.3821311295032501,6.7379474e-08,0.7975871562957764,0.5061189532279968
81,0.8334454894065857,0.37320899963378906,6.0967477e-06,0.802949070930481,0.5017926096916199
82,0.8411843776702881,0.3686425983905792,5.5165656e-06,0.8016085624694824,0.5103521943092346
83,0.8388291001319885,0.36511167883872986,4.991593e-08,0.8002681136131287,0.5048770308494568
84,0.834791362285614,0.36893224716186523,4.5165807e-06,0.8042895197868347,0.49847468733787537
85,0.8411843776702881,0.3672712445259094,4.0867717e-06,0.8002681136131287,0.502184271812439
86,0.8462315201759338,0.3714039921760559,3.6978644e-08,0.8042895197868347,0.5025731325149536
87,0.8381561040878296,0.36637207865715027,3.3459662e-06,0.8002681136131287,0.5028074383735657
88,0.840847909450531,0.3567730486392975,3.0275544e-06,0.8056300282478333,0.49790194630622864
89,0.8381561040878296,0.37625959515571594,2.7394446e-08,0.8042895197868347,0.5049176812171936
90,0.8361372947692871,0.3694014847278595,2.4787523e-06,0.8056300282478333,0.5076596736907959
91,0.834791362285614,0.37120550870895386,2.242868e-06,0.8056300282478333,0.5024864077568054
92,0.840847909450531,0.3646039366722107,2.0294312e-08,0.8016085624694824,0.505855143070221
93,0.8421937823295593,0.36539655923843384,1.8363045e-06,0.802949070930481,0.5053569674491882
94,0.8411843776702881,0.36165937781333923,1.6615572e-06,0.802949070930481,0.49950021505355835
95,0.8388291001319885,0.36011287569999695,1.5034392e-08,0.8042895197868347,0.5064389109611511
96,0.8388291001319885,0.36713677644729614,1.3603683e-06,0.802949070930481,0.5088462829589844
97,0.8425303101539612,0.36219024658203125,1.2309122e-06,0.8002681136131287,0.508667528629303
98,0.8381561040878296,0.36298465728759766,1.113775e-08,0.802949070930481,0.49559152126312256
99,0.835464358329773,0.3682391941547394,1.0077854e-06,0.8042895197868347,0.5078201293945312
